issue_id,source_table,record_id,field_name,issue_type,severity,issue_description
DQ-000690,orders,9d4e334ddde795cd4fbee24dc4b68cfe,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000691,orders,f63be24880200ae32aa24f5b458a3dc3,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000692,orders,2bb02fdf5637a68cd5d13c78c37c3376,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000693,orders,3f0f2949423ea4caec394b9d09f075dd,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000694,orders,b842e9225252d13f6af62ff4508d7c43,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000695,orders,f2a335c81aebf64a9a4309436e7af4a8,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000696,orders,50428fc6ef58fd5cebf433ef7f06be0d,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000697,orders,8a20e2954602a0738f264299255fd5af,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000698,orders,2de47e473306065fb0cd0322d8d9952b,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000699,orders,3a0b1b5c52367a68f9deab55f3464a14,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000700,orders,6f04a69509e62866b1837e6a4f22c47f,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000701,orders,5226f1a731e8a1215da5e1bea64e2130,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000702,orders,2b3d870a4d670c91f15668cea4fe3aa5,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000703,orders,02f4dd90ba0feb8ec394cac05862d2b5,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000704,orders,b5359909123fa03c50bdb0cfed07f098,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000705,orders,9380c59012c11f49c549ef8dffef1367,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000706,orders,36d2de07c140425e7bd617c3665b5f80,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000707,orders,d9091cd1d6e36cfcebc8b01aab81eff8,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000708,orders,9b932dca249f9971b86dde2f2d7ad412,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000709,orders,c24b8b41e6857d59a27f2b150bb669d9,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000710,orders,35dc5c3a87f9e9cf93676b98d4bc35a2,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000711,orders,30cdf125a8d4f89d00dee4b9af9194ee,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000712,orders,4317fe882d992cda2fb3d51baeb2751c,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000713,orders,0bde826daa0bd10393e958cf5d69dd26,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000714,orders,672ab3776d5b25e586521469609ae774,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000715,orders,3438960569bf3e42fa63f8e7bab0ac03,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000716,orders,8d9c0dc8d5a2ce804f6b925d8f8e6c1d,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000717,orders,e57d9d7eca079892fe0aee2b0cf96311,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000718,orders,2f722ee8f3d3db0d19cee8ebea6fa69e,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000719,orders,12e5a909c18964acada1ce9a760d9afe,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000720,orders,ad0f5b61c49281e7ccac5a986968f347,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000721,orders,bdd163683d4bc75b0b2b7a8d9e1ccd26,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000722,orders,596b168ac4fd56e69b35087afaa8ae59,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000723,orders,127f8f54e84665683a3c9bde5b3e768c,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000724,orders,d200a7526c6d29e8c2742a0bff8cff14,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000725,orders,31c6c41e2949f1a20c6f8e60ac17d4fe,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000726,orders,648637c544f762334d4ce9bbe88ebe21,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000727,orders,dba5062fbda3af4fb6c33b1e040ca38f,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000728,orders,487ebdc91b499c9442c96f81d71dcf7d,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000729,orders,8347204e1ae41b2ad30899fa41a0a889,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000730,orders,87ae60ef8b08ae0e5f903cacb53a6904,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000731,orders,99d4dd36318ceb97e9feda8baade3ce2,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000732,orders,809a282bbd5dbcabb6f2f724fca862ec,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000733,orders,6178d892fe5eef77fb756aed59b758bd,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000734,orders,feae5ecdf2cc16c1007741be785fe3cd,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000735,orders,651a89e11653d8df43a624a903fe0f5e,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000736,orders,aa6bd33ba1853d846d3085a88ae37083,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000737,orders,ec3921c711c656d036c7316503867f69,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000738,orders,996316cf1b7d0bf4a95a9b5f81d7f22a,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000739,orders,6dbcce18ba1c717a5f29d192415872ea,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000740,orders,e744792a1abc89d92d36e086697eaf97,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000741,orders,947e9c6bfd83a06953c420ef92d3da6e,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000742,orders,4ffaf2cdcc432ea3cd8ae0ab7a789cb0,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000743,orders,9be011772d473c8a8c87e86029ab511c,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000744,orders,04770bff63a120fbf0eea1f62b84f8f0,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000745,orders,a91fed0c79559403d648c1161a2d8500,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000746,orders,97b22dcad89f4916db427544e655d1b2,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000747,orders,0e6dbbc7484dc1ee0392c9ca801035c2,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000748,orders,d7a2d4a7a03831ac687a53e339593570,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000749,orders,629a524cbbd0a42a04f87ad39648d4ca,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000750,orders,8d2a68ca0ac61329c56e0b74695b04b4,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000751,orders,bac8ca7a0aea7f37457fb19140d2c5fb,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000752,orders,68664ce4c84bcf1e6682d90992c7504d,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000753,orders,e4e9fa1ceb459e9dfebba5e0b09849f3,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000754,orders,5b4e981913377d776f83cb4ffd82ad31,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000755,orders,ce6d150fb29ada17d2082f4847107665,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000756,orders,ecb1a8e8b5c6316fe7891f7b556fee28,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000757,orders,3859aef969659dcc5439967f8ffbbc07,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000758,orders,92acd9b1e9af0117eee9aa972e0a4841,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000759,orders,7533138abe254f5d3856101e4a21e5f2,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000760,orders,67e09c3ba79d3041e1653c7dbf03425f,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000761,orders,911e92767c07ba9926268bae6b4362b3,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000762,orders,607cf95d7f8a8c1590f421fecdf0d95c,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000763,orders,45daa18f4e3e34c727128f6a775fff95,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000764,orders,49123f75e5d9507cec9455b2ed989913,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000765,orders,6338011716bfe53b960847be47479662,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000766,orders,90e258ad907d8401c4f1107ea9e55f1b,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000767,orders,4ffd41fadb59bd398d869be78f1b2be3,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000768,orders,62492d216bd7ca39cab1f24109b6bfd7,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000769,orders,2636a02ee7de9590df86a4c24b739c49,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000770,orders,186d3cd768be1890d832106f914ba37c,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000771,orders,af37018fa60dd6b208ca5c88052cffee,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000772,orders,8603de8fb5551ed7faf81d2a31b8bf0e,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000773,orders,a6f980db92567852107fe54fa64726f2,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000774,orders,208edba34ba9cf8d8f603672e1966b75,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000775,orders,c038b4c610ae79ae8e3d191f7293fbae,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000776,orders,06d7e8a85f5cfef576c5303ed7d7f2e5,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000777,orders,294b367987f073eb316ecef17f1078a0,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000778,orders,a69aaa894f707814637e9794aa556f0f,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000779,orders,ebcb685bc1704615fc22e5a0b73f2dc7,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000780,orders,515ff4f26a0c57c5011d891e45f3ed2f,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000781,orders,9566b36fbba7756a79b5d2cba4e058d9,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000782,orders,498081e5523106ea57b698fb881fb1c8,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000783,orders,2e9d8db9e132a9b5e1236618b7e8ef4a,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000784,orders,5d9e1e0e7084f2f9e90a7069e64cba61,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000785,orders,2c44ef48e157c9a43e9998da9a3248bd,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000786,orders,0e64b89242bbb62b8ea29c57fc8073fb,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000787,orders,e2a5a9157ae607d38cdb1593f74c0686,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000788,orders,8ad27f298f11ab1248784468b3fa24e0,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000789,orders,03227bf7c543bbee4efa38bb6c6763c8,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000790,orders,252788350f9dad30b31847845fe119fe,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000791,orders,9a209e12ca9ee385ad1ce1510ecfd6fc,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000792,orders,9a8fb2a3a77dab1c301506cd5af2e845,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000793,orders,5837a2c844decae8a778657425f6d664,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000794,orders,bd35b677fd239386e9861d11ae98ab56,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000795,orders,b642a3e08bfd10119c9b7e948c936e93,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000796,orders,0cafd6a7576a6aae0f891008a87f1546,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000797,orders,00d0ffd14774da775ac832ba8520510f,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000798,orders,2ddc0120a9ee5d965a08b68f6a3e2885,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000799,orders,aeef968fdf13e92d3b80306d114ed681,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000800,orders,e8295bee3fcc58cbd94f165f36c11f4b,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000801,orders,084d2c70d33f8b9a1e21393471844591,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000802,orders,60260cf275316912451558bb743bbfc7,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000803,orders,501f63846d45f483acca1c6e89398610,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000804,orders,93274b931b5771bd02154c9b716168ba,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000805,orders,2f9d4ee8ca77fe0951ebfe9064cad953,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000806,orders,08ea65e91550ee222548404d16eb06b4,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000807,orders,63802c52ced9ff923c962ecbf4b3a2a2,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000808,orders,a0c1b0545665f839199e53177bc639f7,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000809,orders,8c0ba0ee5bf1417ede40de0a3621f727,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000810,orders,e7e4ea34d176d9efab560f0db16925fb,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000811,orders,40c3b608098b72f21af4a0a9006af9d2,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000812,orders,151e44f3dd461fe0838b6f59f884749f,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000813,orders,7d57370d053b938c6dda99e5b72ad270,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000814,orders,b153668d9576aeae5c424bf7b125eea2,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000815,orders,8c8527960c6b98fe66936cff2603d394,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000816,orders,64a58e424494f1f8ed5895885b9dfe16,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000817,orders,0a472c47d928bf4cd8b6a7a30345eeb7,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000818,orders,53e57107ef6a155ab06400be24aa7922,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000819,orders,569d43a54c364df5b367ab33e96eacf0,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000820,orders,6d928ae5792f61a71bb3e3e528bf4a28,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000821,orders,95251874fe384d74df990ccb85bea4ab,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000822,orders,ccd4eb95e68cb64e666ddcb84f8dfb1e,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000823,orders,6a30e349ceba14fcd64f13c3fd62aed3,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000824,orders,c47e4de55f6735f7ddc4c6026769d569,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000825,orders,f0f94b7c7548150f33f5d9e7597d396f,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000826,orders,b4ec6d93789e37e779f86f3b7a9982e5,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000827,orders,8ccbe46ffeae4720eba99d2d2de07542,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000828,orders,752c0993c4993edea8eac33fda648244,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000829,orders,23fdd0e16ad79ceab4e5f407772d64fa,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000830,orders,d8198b1933966d7baf7a7d758bdde142,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000831,orders,ca9d82b594244464dddfac0959180268,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000832,orders,e4406088398131aed8c21c5a4ec3442b,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000833,orders,bd1a75149b4f3c4c2810386211835917,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000834,orders,a84212c880e5635e2a0888ba25c027c7,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000835,orders,940018724d5c0c1847f642dc1d8d0ea2,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000836,orders,e9f308c243d53135de5a481bf3a9cb86,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000837,orders,ac75a9ba33bcc9cefc7e36b0f4cc044a,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000838,orders,12619b9be5cc3665b3f36f1e4b4d0ffa,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000839,orders,eb3c2af8fb549b98c453e7bfb641da91,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000840,orders,60d7d8686099e4682199966963c66ae2,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000841,orders,a3beebf1efa956ba70cf01a80c483367,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000842,orders,ad9a8214948a5bbd4fa03af2ea598a20,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000843,orders,061c97a9bd7911f9d2031e1b820c344f,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000844,orders,1a41f24ba682e06e82dd1ce5f77b6f5e,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000845,orders,4d59cc2a2e7bb6c0a851725f5888a9b5,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000846,orders,7c496cea7613c2efe6033e93e573347f,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000847,orders,52dfaf3e430903d40571c0eb44d324b5,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000848,orders,2c885b285dce307562d7f4caae89c6dc,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000849,orders,61839bad7238b99a645d22f47028722c,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000850,orders,7a4df5d8cff4090e541401a20a22bb80,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000851,orders,4a5cf649e3eb500fc079aace5f03583e,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000852,orders,1770ee9dc600eccda7bfb6c56562b91d,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000853,orders,f7d17bafe7c67afef77b8a96ad5abfd3,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000854,orders,d6bf93d827293f0b9a1582be0719a1e3,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000855,orders,b210c676cae65f95f7e08a49d195e1a1,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
DQ-000856,orders,81b7c7bbc8ec003eeb67d87441a6a148,payment_order_variance,Payment Does Not Reconcile To Order Total,High,Payment total differs from item price plus freight total beyond tolerance.
